Transaction_ID,Transaction_Date,Member_ID,Product_ID,Store_ID,Quantity,Amount
501,2024/7/1 1:27,4,25,2,2,3610
502,2024/7/1 4:23,221,3,10,3,2500
503,2024/7/1 7:19,14,47,11,1,5230
504,2024/7/1 10:15,3,38,20,2,5020
505,2024/7/1 13:11,216,17,16,2,9060
506,2024/7/1 16:07,229,12,19,1,830
507,2024/7/1 19:03,186,24,11,3,3540
508,2024/7/1 21:58,55,29,14,4,6170
509,2024/7/2 0:54,254,43,2,1,6250
510,2024/7/2 3:50,24,25,5,4,5060
511,2024/7/2 6:46,162,36,5,4,8250
512,2024/7/2 9:42,158,26,19,1,1100
513,2024/7/2 12:38,82,38,12,3,8250
514,2024/7/2 15:34,159,1,18,4,5200
515,2024/7/2 18:29,188,20,4,1,1770
516,2024/7/2 21:25,60,28,17,2,8910
517,2024/7/3 0:21,211,16,10,2,6670
518,2024/7/3 3:17,152,47,20,2,2050
519,2024/7/3 6:13,109,17,6,1,820
520,2024/7/3 9:09,76,40,14,2,1840
521,2024/7/3 12:05,30,28,11,4,6280
522,2024/7/3 15:00,117,12,11,2,2200
523,2024/7/3 17:56,192,27,18,2,2640
524,2024/7/3 20:52,19,42,18,4,740
525,2024/7/3 23:48,173,47,11,2,7370
526,2024/7/4 2:44,228,30,12,4,8200
527,2024/7/4 5:40,183,41,5,2,8070
528,2024/7/4 8:36,113,34,9,4,1710
529,2024/7/4 11:31,183,37,9,2,9080
530,2024/7/4 14:27,146,6,10,4,6890
531,2024/7/4 17:23,116,7,19,1,9030
532,2024/7/4 20:19,113,32,1,4,4750
533,2024/7/4 23:15,251,32,7,2,4650
534,2024/7/5 2:11,251,25,4,2,7950
535,2024/7/5 5:07,118,33,1,3,1390
536,2024/7/5 8:02,161,7,15,4,5450
537,2024/7/5 10:58,198,12,8,1,8450
538,2024/7/5 13:54,260,16,12,4,8390
539,2024/7/5 16:50,148,16,18,4,9580
540,2024/7/5 19:46,240,43,15,1,7130
541,2024/7/5 22:42,47,36,17,4,2470
542,2024/7/6 1:38,198,13,14,1,690
543,2024/7/6 4:33,47,7,14,1,5050
544,2024/7/6 7:29,78,36,18,4,5380
545,2024/7/6 10:25,124,47,20,4,2780
546,2024/7/6 13:21,75,9,18,2,1680
547,2024/7/6 16:17,137,32,16,2,6070
548,2024/7/6 19:13,90,11,1,3,7760
549,2024/7/6 22:09,61,8,11,3,9930
550,2024/7/7 1:04,138,33,15,4,7700
551,2024/7/7 4:00,50,23,12,1,8040
552,2024/7/7 6:56,259,25,8,3,6360
553,2024/7/7 9:52,107,8,20,4,9870
554,2024/7/7 12:48,113,45,6,3,6580
555,2024/7/7 15:44,254,22,3,1,8670
556,2024/7/7 18:40,118,4,13,4,9480
557,2024/7/7 21:35,198,40,13,1,9330
558,2024/7/8 0:31,51,3,2,4,4120
559,2024/7/8 3:27,245,29,5,3,1250
560,2024/7/8 6:23,35,41,17,2,2130
561,2024/7/8 9:19,69,29,6,3,1060
562,2024/7/8 12:15,49,34,2,3,1500
563,2024/7/8 15:10,74,34,4,2,2250
564,2024/7/8 18:06,192,28,11,2,3740
565,2024/7/8 21:02,261,13,8,4,5660
566,2024/7/8 23:58,70,15,12,4,7260
567,2024/7/9 2:54,90,23,8,1,2500
568,2024/7/9 5:50,260,44,11,1,6890
569,2024/7/9 8:46,126,26,20,3,7190
570,2024/7/9 11:41,231,4,8,2,5810
571,2024/7/9 14:37,295,26,8,1,9080
572,2024/7/9 17:33,129,40,17,3,1550
573,2024/7/9 20:29,280,9,20,2,2180
574,2024/7/9 23:25,100,5,20,4,4570
575,2024/7/10 2:21,297,32,16,3,1700
576,2024/7/10 5:17,182,20,14,4,5880
577,2024/7/10 8:12,174,50,11,1,4280
578,2024/7/10 11:08,188,11,7,1,3200
579,2024/7/10 14:04,57,15,16,2,2110
580,2024/7/10 17:00,31,32,13,3,3690
581,2024/7/10 19:56,84,28,15,4,6280
582,2024/7/10 22:52,152,22,16,2,5970
583,2024/7/11 1:48,36,41,9,1,2050
584,2024/7/11 4:43,213,17,3,1,1690
585,2024/7/11 7:39,106,26,19,3,750
586,2024/7/11 10:35,220,44,20,4,620
587,2024/7/11 13:31,163,7,5,3,8860
588,2024/7/11 16:27,220,42,10,4,930
589,2024/7/11 19:23,270,26,17,4,7450
590,2024/7/11 22:19,120,25,15,3,8780
591,2024/7/12 1:14,182,10,8,2,1430
592,2024/7/12 4:10,106,45,15,3,4640
593,2024/7/12 7:06,217,19,14,3,9640
594,2024/7/12 10:02,205,11,20,1,8420
595,2024/7/12 12:58,70,13,7,1,5150
596,2024/7/12 15:54,44,8,12,3,7740
597,2024/7/12 18:50,228,40,17,3,8420
598,2024/7/12 21:45,184,4,17,1,3810
599,2024/7/13 0:41,107,47,10,4,8980
600,2024/7/13 3:37,84,31,19,3,4970
601,2024/7/13 6:33,250,28,14,2,5510
602,2024/7/13 9:29,21,11,11,2,10000
603,2024/7/13 12:25,196,43,2,2,8510
604,2024/7/13 15:21,178,1,18,3,3940
605,2024/7/13 18:16,7,49,7,4,600
606,2024/7/13 21:12,70,47,12,4,6450
607,2024/7/14 0:08,127,38,2,1,7190
608,2024/7/14 3:04,160,24,20,3,6680
609,2024/7/14 6:00,248,47,18,4,9690
610,2024/7/14 8:56,203,31,6,3,8700
611,2024/7/14 11:52,148,41,10,1,4760
612,2024/7/14 14:47,143,46,20,1,1100
613,2024/7/14 17:43,199,50,15,1,5020
614,2024/7/14 20:39,154,26,5,2,7050
615,2024/7/14 23:35,142,49,20,3,6270
616,2024/7/15 2:31,165,50,3,1,5610
617,2024/7/15 5:27,21,5,5,3,4950
618,2024/7/15 8:23,82,20,8,2,3290
619,2024/7/15 11:18,69,41,8,2,3130
620,2024/7/15 14:14,131,11,8,1,5250
621,2024/7/15 17:10,87,33,12,1,2030
622,2024/7/15 20:06,218,50,8,4,3740
623,2024/7/15 23:02,161,38,11,3,3580
624,2024/7/16 1:58,178,27,14,1,6080
625,2024/7/16 4:54,117,34,8,4,1130
626,2024/7/16 7:49,196,15,10,3,8380
627,2024/7/16 10:45,86,32,7,1,5840
628,2024/7/16 13:41,289,21,17,4,6870
629,2024/7/16 16:37,81,46,4,4,7180
630,2024/7/16 19:33,152,5,13,3,3270
631,2024/7/16 22:29,61,6,4,4,4970
632,2024/7/17 1:25,61,38,5,3,9580
633,2024/7/17 4:20,28,22,4,3,7780
634,2024/7/17 7:16,43,18,18,3,9710
635,2024/7/17 10:12,169,14,6,2,7590
636,2024/7/17 13:08,86,10,2,4,2170
637,2024/7/17 16:04,177,46,11,3,1110
638,2024/7/17 19:00,17,13,14,1,5990
639,2024/7/17 21:56,98,31,5,2,3900
640,2024/7/18 0:51,198,30,6,2,3120
641,2024/7/18 3:47,98,3,10,4,8170
642,2024/7/18 6:43,65,30,8,3,3990
643,2024/7/18 9:39,5,6,14,4,3510
644,2024/7/18 12:35,2,29,3,2,8570
645,2024/7/18 15:31,22,8,12,3,8540
646,2024/7/18 18:27,112,44,16,1,3890
647,2024/7/18 21:22,57,45,17,3,8410
648,2024/7/19 0:18,66,43,1,2,8580
649,2024/7/19 3:14,98,44,10,1,4530
650,2024/7/19 6:10,144,33,10,3,1130
651,2024/7/19 9:06,125,17,2,1,520
652,2024/7/19 12:02,167,48,9,1,5470
653,2024/7/19 14:58,86,11,13,2,3770
654,2024/7/19 17:53,76,13,16,1,9970
655,2024/7/19 20:49,294,50,18,4,7840
656,2024/7/19 23:45,59,11,19,2,7730
657,2024/7/20 2:41,138,31,12,4,9570
658,2024/7/20 5:37,99,28,8,1,8930
659,2024/7/20 8:33,192,44,17,4,3520
660,2024/7/20 11:29,243,6,15,3,2080
661,2024/7/20 14:24,49,41,10,1,7590
662,2024/7/20 17:20,32,16,15,3,4090
663,2024/7/20 20:16,277,4,15,4,5000
664,2024/7/20 23:12,20,35,7,3,6490
665,2024/7/21 2:08,154,48,13,1,9120
666,2024/7/21 5:04,68,26,17,3,4480
667,2024/7/21 8:00,214,12,9,4,7940
668,2024/7/21 10:55,143,11,8,4,3050
669,2024/7/21 13:51,232,37,20,4,7130
670,2024/7/21 16:47,213,25,18,1,520
671,2024/7/21 19:43,79,18,13,4,8780
672,2024/7/21 22:39,214,19,16,1,790
673,2024/7/22 1:35,116,23,9,3,7270
674,2024/7/22 4:30,92,38,12,4,940
675,2024/7/22 7:26,270,18,12,3,3030
676,2024/7/22 10:22,168,26,6,2,5220
677,2024/7/22 13:18,58,6,19,3,4490
678,2024/7/22 16:14,284,4,7,2,2320
679,2024/7/22 19:10,26,44,3,3,3670
680,2024/7/22 22:06,66,29,16,1,7410
681,2024/7/23 1:01,248,34,18,3,6860
682,2024/7/23 3:57,254,17,16,1,1180
683,2024/7/23 6:53,44,43,7,1,7600
684,2024/7/23 9:49,97,43,4,4,1000
685,2024/7/23 12:45,42,16,8,1,5660
686,2024/7/23 15:41,227,2,13,2,2970
687,2024/7/23 18:37,262,34,13,4,6080
688,2024/7/23 21:32,167,8,17,4,2980
689,2024/7/24 0:28,279,13,17,3,9860
690,2024/7/24 3:24,89,42,5,1,3440
691,2024/7/24 6:20,178,8,6,1,2800
692,2024/7/24 9:16,197,30,19,2,3150
693,2024/7/24 12:12,267,32,13,3,9020
694,2024/7/24 15:08,268,36,14,3,6540
695,2024/7/24 18:03,74,47,4,4,7440
696,2024/7/24 20:59,8,30,7,4,9220
697,2024/7/24 23:55,297,1,8,4,9160
698,2024/7/25 2:51,164,43,13,2,7520
699,2024/7/25 5:47,85,39,6,2,2380
700,2024/7/25 8:43,72,17,6,4,8510
701,2024/7/25 11:39,55,20,3,3,2440
702,2024/7/25 14:34,47,24,3,2,7560
703,2024/7/25 17:30,238,50,13,3,7010
704,2024/7/25 20:26,104,22,2,3,7710
705,2024/7/25 23:22,210,29,16,1,5560
706,2024/7/26 2:18,42,22,6,4,6570
707,2024/7/26 5:14,268,44,8,1,9560
708,2024/7/26 8:10,263,9,8,4,1460
709,2024/7/26 11:05,259,37,6,4,3430
710,2024/7/26 14:01,283,10,14,3,6310
711,2024/7/26 16:57,114,36,3,4,9660
712,2024/7/26 19:53,40,37,10,3,1410
713,2024/7/26 22:49,220,28,3,3,710
714,2024/7/27 1:45,129,28,12,4,1030
715,2024/7/27 4:41,8,42,17,3,1000
716,2024/7/27 7:36,101,43,5,3,9120
717,2024/7/27 10:32,176,21,20,3,7350
718,2024/7/27 13:28,107,24,9,2,6930
719,2024/7/27 16:24,101,42,20,3,5460
720,2024/7/27 19:20,260,40,7,2,7930
721,2024/7/27 22:16,246,2,4,2,1980
722,2024/7/28 1:12,275,8,13,3,4220
723,2024/7/28 4:07,32,48,13,3,5160
724,2024/7/28 7:03,137,27,10,2,1550
725,2024/7/28 9:59,12,22,18,2,4490
726,2024/7/28 12:55,16,37,17,3,3510
727,2024/7/28 15:51,129,27,20,3,840
728,2024/7/28 18:47,63,29,20,4,1800
729,2024/7/28 21:43,109,3,13,2,7760
730,2024/7/29 0:38,21,44,17,2,670
731,2024/7/29 3:34,158,13,4,4,9380
732,2024/7/29 6:30,269,45,1,2,1320
733,2024/7/29 9:26,162,10,1,1,8090
734,2024/7/29 12:22,260,36,15,2,9040
735,2024/7/29 15:18,102,9,13,4,9440
736,2024/7/29 18:14,223,27,17,1,8740
737,2024/7/29 21:09,59,34,8,3,3230
738,2024/7/30 0:05,247,1,18,4,3660
739,2024/7/30 3:01,128,32,13,4,4550
740,2024/7/30 5:57,283,25,14,3,1820
741,2024/7/30 8:53,25,29,8,4,710
742,2024/7/30 11:49,131,7,8,2,8760
743,2024/7/30 14:45,196,49,15,3,5760
744,2024/7/30 17:40,281,3,13,4,6280
745,2024/7/30 20:36,154,20,7,3,9310
746,2024/7/30 23:32,133,20,5,3,6820
747,2024/7/31 2:28,227,30,17,3,7060
748,2024/7/31 5:24,189,35,16,1,7980
749,2024/7/31 8:20,265,35,2,4,1610
750,2024/7/31 11:16,134,49,18,1,3920
751,2024/7/31 14:11,211,39,17,4,9700
752,2024/7/31 17:07,60,27,7,2,9270
753,2024/7/31 20:03,213,26,13,2,8900
754,2024/7/31 22:59,216,14,18,2,4790
755,2024/8/1 1:55,226,17,14,4,8640
756,2024/8/1 4:51,131,18,18,3,960
757,2024/8/1 7:47,76,45,13,3,1910
758,2024/8/1 10:42,286,29,11,1,4430
759,2024/8/1 13:38,277,20,16,1,5090
760,2024/8/1 16:34,156,27,17,2,3000
761,2024/8/1 19:30,248,18,8,1,3890
762,2024/8/1 22:26,218,4,19,4,2050
763,2024/8/2 1:22,190,1,20,4,5150
764,2024/8/2 4:18,163,50,15,1,8040
765,2024/8/2 7:13,180,1,9,1,6780
766,2024/8/2 10:09,34,26,20,1,1520
767,2024/8/2 13:05,41,45,10,1,5130
768,2024/8/2 16:01,75,20,12,2,7130
769,2024/8/2 18:57,279,23,20,2,5530
770,2024/8/2 21:53,176,10,1,1,4220
771,2024/8/3 0:49,150,11,20,4,6410
772,2024/8/3 3:44,273,41,9,2,9700
773,2024/8/3 6:40,108,41,15,4,1400
774,2024/8/3 9:36,139,5,1,3,4210
775,2024/8/3 12:32,271,1,12,4,4360
776,2024/8/3 15:28,289,17,3,1,5980
777,2024/8/3 18:24,212,22,11,3,1950
778,2024/8/3 21:20,272,34,2,2,2180
779,2024/8/4 0:15,66,45,16,2,3210
780,2024/8/4 3:11,248,41,9,3,9580
781,2024/8/4 6:07,156,29,15,4,7470
782,2024/8/4 9:03,47,4,12,2,6790
783,2024/8/4 11:59,201,5,1,1,8260
784,2024/8/4 14:55,148,11,13,3,1710
785,2024/8/4 17:50,124,21,14,1,8660
786,2024/8/4 20:46,1,35,8,3,6150
787,2024/8/4 23:42,247,12,8,2,3690
788,2024/8/5 2:38,128,26,12,4,8250
789,2024/8/5 5:34,191,19,1,3,8120
790,2024/8/5 8:30,67,45,11,3,8530
791,2024/8/5 11:26,4,7,8,1,1600
792,2024/8/5 14:21,294,47,10,2,9710
793,2024/8/5 17:17,143,7,19,1,9620
794,2024/8/5 20:13,191,26,11,2,3900
795,2024/8/5 23:09,21,40,7,1,1130
796,2024/8/6 2:05,227,5,11,3,2090
797,2024/8/6 5:01,117,21,17,1,9930
798,2024/8/6 7:57,142,14,1,4,5850
799,2024/8/6 10:52,39,4,8,2,3890
800,2024/8/6 13:48,252,23,6,2,3240
801,2024/8/6 16:44,207,42,18,3,2940
802,2024/8/6 19:40,210,20,6,2,6810
803,2024/8/6 22:36,115,15,5,4,4480
804,2024/8/7 1:32,225,50,13,1,9670
805,2024/8/7 4:28,134,45,19,3,7000
806,2024/8/7 7:23,251,29,8,4,8020
807,2024/8/7 10:19,219,8,9,2,3280
808,2024/8/7 13:15,91,41,17,2,1250
809,2024/8/7 16:11,46,48,3,4,5130
810,2024/8/7 19:07,38,19,19,1,3490
811,2024/8/7 22:03,142,48,11,1,2420
812,2024/8/8 0:59,100,39,17,3,9550
813,2024/8/8 3:54,190,46,19,2,4720
814,2024/8/8 6:50,35,28,2,4,2160
815,2024/8/8 9:46,147,46,8,1,2390
816,2024/8/8 12:42,30,27,19,3,3170
817,2024/8/8 15:38,84,4,7,2,9990
818,2024/8/8 18:34,281,15,17,2,3050
819,2024/8/8 21:30,270,35,6,3,3620
820,2024/8/9 0:25,154,37,19,3,6760
821,2024/8/9 3:21,102,1,6,1,3290
822,2024/8/9 6:17,215,3,2,4,2550
823,2024/8/9 9:13,150,47,6,2,2010
824,2024/8/9 12:09,83,24,5,4,3470
825,2024/8/9 15:05,110,27,19,2,1510
826,2024/8/9 18:01,275,40,20,2,680
827,2024/8/9 20:56,201,36,4,4,8140
828,2024/8/9 23:52,284,34,17,3,1810
829,2024/8/10 2:48,173,29,11,1,7870
830,2024/8/10 5:44,206,24,4,2,8080
831,2024/8/10 8:40,63,24,13,3,5610
832,2024/8/10 11:36,73,42,20,2,3440
833,2024/8/10 14:32,251,4,17,1,1880
834,2024/8/10 17:27,124,3,9,2,7500
835,2024/8/10 20:23,121,34,4,1,6210
836,2024/8/10 23:19,275,49,14,1,6730
837,2024/8/11 2:15,120,23,19,2,580
838,2024/8/11 5:11,164,23,3,2,9310
839,2024/8/11 8:07,286,45,14,1,1130
840,2024/8/11 11:03,265,5,8,3,3980
841,2024/8/11 13:58,161,31,1,4,4330
842,2024/8/11 16:54,89,41,10,1,510
843,2024/8/11 19:50,142,6,18,2,5220
844,2024/8/11 22:46,203,37,16,2,7650
845,2024/8/12 1:42,227,10,8,3,8320
846,2024/8/12 4:38,222,40,1,4,8850
847,2024/8/12 7:34,41,7,12,1,5130
848,2024/8/12 10:29,196,39,8,1,6490
849,2024/8/12 13:25,68,38,16,4,1260
850,2024/8/12 16:21,264,21,18,1,5140
851,2024/8/12 19:17,2,20,4,4,1970
852,2024/8/12 22:13,125,3,6,2,4010
853,2024/8/13 1:09,110,22,12,4,3630
854,2024/8/13 4:05,86,47,9,1,4520
855,2024/8/13 7:00,120,4,15,4,5930
856,2024/8/13 9:56,127,28,16,3,9080
857,2024/8/13 12:52,255,12,12,2,4250
858,2024/8/13 15:48,183,38,14,2,9820
859,2024/8/13 18:44,16,36,13,4,7710
860,2024/8/13 21:40,62,47,2,1,5360
861,2024/8/14 0:36,158,41,3,3,6620
862,2024/8/14 3:31,268,5,10,2,1470
863,2024/8/14 6:27,35,13,9,2,8520
864,2024/8/14 9:23,267,23,20,1,6030
865,2024/8/14 12:19,64,50,8,1,9870
866,2024/8/14 15:15,50,30,10,3,6550
867,2024/8/14 18:11,255,37,19,4,8420
868,2024/8/14 21:07,149,25,3,1,8100
869,2024/8/15 0:02,276,48,5,4,3780
870,2024/8/15 2:58,172,27,3,3,2970
871,2024/8/15 5:54,201,14,16,4,4590
872,2024/8/15 8:50,35,48,17,2,4940
873,2024/8/15 11:46,216,47,15,4,2780
874,2024/8/15 14:42,65,36,3,3,9000
875,2024/8/15 17:38,8,39,12,3,5650
876,2024/8/15 20:33,76,16,9,3,9800
877,2024/8/15 23:29,174,22,12,4,8200
878,2024/8/16 2:25,47,21,15,2,5780
879,2024/8/16 5:21,15,21,2,1,9500
880,2024/8/16 8:17,147,8,18,2,5300
881,2024/8/16 11:13,26,49,20,4,8930
882,2024/8/16 14:09,93,16,12,4,3900
883,2024/8/16 17:04,232,31,4,1,4100
884,2024/8/16 20:00,21,42,16,4,4470
885,2024/8/16 22:56,38,10,16,3,5690
886,2024/8/17 1:52,276,32,1,3,5760
887,2024/8/17 4:48,157,34,2,3,5220
888,2024/8/17 7:44,179,9,3,3,3410
889,2024/8/17 10:40,132,17,20,3,9310
890,2024/8/17 13:35,28,11,17,4,6090
891,2024/8/17 16:31,260,32,20,1,4370
892,2024/8/17 19:27,76,10,1,1,6690
893,2024/8/17 22:23,67,22,20,3,7800
894,2024/8/18 1:19,194,17,6,4,9630
895,2024/8/18 4:15,162,4,15,2,5250
896,2024/8/18 7:10,257,48,14,2,1560
897,2024/8/18 10:06,72,47,20,4,4690
898,2024/8/18 13:02,87,25,15,3,5050
899,2024/8/18 15:58,262,21,14,1,9020
900,2024/8/18 18:54,214,37,5,4,4250
901,2024/8/18 21:50,153,38,6,2,9560
902,2024/8/19 0:46,210,49,17,2,5110
903,2024/8/19 3:41,61,1,11,2,9750
904,2024/8/19 6:37,268,25,16,3,580
905,2024/8/19 9:33,262,36,12,2,9040
906,2024/8/19 12:29,218,17,15,4,9350
907,2024/8/19 15:25,283,41,4,4,9630
908,2024/8/19 18:21,136,24,18,2,620
909,2024/8/19 21:17,93,2,3,4,2130
910,2024/8/20 0:12,109,40,8,2,6710
911,2024/8/20 3:08,241,15,3,2,740
912,2024/8/20 6:04,142,32,8,1,1100
913,2024/8/20 9:00,291,39,18,3,2600
914,2024/8/20 11:56,237,6,10,3,5370
915,2024/8/20 14:52,177,1,20,1,5690
916,2024/8/20 17:48,141,47,17,1,830
917,2024/8/20 20:43,189,23,8,3,2120
918,2024/8/20 23:39,49,39,11,2,5250
919,2024/8/21 2:35,190,17,5,2,6140
920,2024/8/21 5:31,136,34,13,3,1910
921,2024/8/21 8:27,43,41,5,2,4290
922,2024/8/21 11:23,90,29,13,1,9090
923,2024/8/21 14:19,295,9,6,2,9990
924,2024/8/21 17:14,245,13,5,2,9880
925,2024/8/21 20:10,192,6,9,4,8880
926,2024/8/21 23:06,106,6,16,4,4250
927,2024/8/22 2:02,233,20,2,4,7020
928,2024/8/22 4:58,265,3,1,2,4460
929,2024/8/22 7:54,37,17,8,3,6660
930,2024/8/22 10:50,41,49,19,1,3440
931,2024/8/22 13:45,17,12,11,2,6260
932,2024/8/22 16:41,277,48,12,3,5480
933,2024/8/22 19:37,59,47,12,2,730
934,2024/8/22 22:33,183,45,7,1,8010
935,2024/8/23 1:29,41,1,13,2,610
936,2024/8/23 4:25,39,17,8,1,3280
937,2024/8/23 7:21,192,3,9,2,560
938,2024/8/23 10:16,267,26,7,1,4070
939,2024/8/23 13:12,147,15,15,2,1100
940,2024/8/23 16:08,127,36,2,1,9180
941,2024/8/23 19:04,46,32,20,4,4450
942,2024/8/23 22:00,45,32,12,2,4870
943,2024/8/24 0:56,1,4,1,2,3820
944,2024/8/24 3:52,168,18,8,3,6460
945,2024/8/24 6:47,108,49,5,3,7950
946,2024/8/24 9:43,19,19,15,1,6660
947,2024/8/24 12:39,72,43,1,2,7610
948,2024/8/24 15:35,109,35,1,1,9110
949,2024/8/24 18:31,268,40,10,4,8700
950,2024/8/24 21:27,240,14,10,3,6900
951,2024/8/25 0:23,90,33,15,1,2540
952,2024/8/25 3:18,103,14,17,1,6560
953,2024/8/25 6:14,250,34,6,3,5310
954,2024/8/25 9:10,8,4,3,2,7310
955,2024/8/25 12:06,153,24,13,1,8410
956,2024/8/25 15:02,174,29,16,3,7560
957,2024/8/25 17:58,158,19,8,2,8540
958,2024/8/25 20:54,215,6,15,4,1110
959,2024/8/25 23:49,177,33,17,3,800
960,2024/8/26 2:45,175,49,17,1,2960
961,2024/8/26 5:41,146,40,13,4,9060
962,2024/8/26 8:37,161,19,17,2,8320
963,2024/8/26 11:33,127,1,6,2,6990
964,2024/8/26 14:29,82,5,17,3,7160
965,2024/8/26 17:25,147,27,16,3,7400
966,2024/8/26 20:20,239,16,14,3,9450
967,2024/8/26 23:16,84,6,13,2,8410
968,2024/8/27 2:12,113,40,6,4,6420
969,2024/8/27 5:08,225,13,3,2,6820
970,2024/8/27 8:04,243,48,14,1,2530
971,2024/8/27 11:00,143,35,14,2,6740
972,2024/8/27 13:56,41,19,15,1,4530
973,2024/8/27 16:51,258,12,8,4,1950
974,2024/8/27 19:47,285,16,15,3,8160
975,2024/8/27 22:43,105,43,13,3,5350
976,2024/8/28 1:39,202,10,17,2,9790
977,2024/8/28 4:35,266,25,3,3,3180
978,2024/8/28 7:31,210,20,6,4,5070
979,2024/8/28 10:27,51,31,5,3,4760
980,2024/8/28 13:22,118,4,17,2,1650
981,2024/8/28 16:18,201,44,2,4,4550
982,2024/8/28 19:14,39,23,15,1,3230
983,2024/8/28 22:10,28,2,5,2,2020
984,2024/8/29 1:06,259,22,20,1,3180
985,2024/8/29 4:02,84,37,6,4,2720
986,2024/8/29 6:58,155,8,6,2,7470
987,2024/8/29 9:53,117,7,18,2,790
988,2024/8/29 12:49,2,14,18,4,6370
989,2024/8/29 15:45,93,3,4,3,7730
990,2024/8/29 18:41,166,50,17,2,5070
991,2024/8/29 21:37,296,16,14,2,9350
992,2024/8/30 0:33,258,19,14,1,7220
993,2024/8/30 3:29,81,18,13,3,7610
994,2024/8/30 6:24,268,16,7,1,2370
995,2024/8/30 9:20,235,8,12,1,7880
996,2024/8/30 12:16,213,33,15,3,8400
997,2024/8/30 15:12,62,49,19,3,3930
998,2024/8/30 18:08,49,12,11,4,2530
999,2024/8/30 21:04,127,11,15,3,4160
1000,2024/8/31 0:00,223,5,12,2,7530